,Address,City,ZipCode,State,Bedrooms,Price,Listing-Company,HOA,Zestimate,Link,Living-Area,Total-Bathrooms,Garage-Spaces,Home-Type,Year-Built,Utilities,Sunscore,Annual-Tax,Tax-Value
1036,"147 Vista Hermosa, Walnut Creek, CA 94597",Walnut Creek,94597,CA,2,649000,COMPASS,428.0,649004,https://www.zillow.com/homedetails/147-Vista-Hermosa-Walnut-Creek-CA-94597/18413009_zpid/,1405.0,3, 2, Townhouse,1990,Unknown,81.97,4377.0,303966.0
1039,"2200 Gellert Blvd APT 6204, South San Francisco, CA 94080",South San Francisco,94080,CA,2,875000,COMPASS,439.0,916439,https://www.zillow.com/homedetails/2200-Gellert-Blvd-APT-6204-South-San-Francisco-CA-94080/79841353_zpid/,1082.0,2,0, Condo,2006, Public Utilities,93.64,8354.0,742844.0
1043,"1488 El Camino Real UNIT 209, South San Francisco, CA 94080",South San Francisco,94080,CA,2,929998,INTERO REAL ESTATE SERVICES,45.0,932002,https://www.zillow.com/homedetails/1488-El-Camino-Real-UNIT-209-South-San-Francisco-CA-94080/89222743_zpid/,990.0,2,0, Condo,2009, Public Utilities,93.4,8997.0,785501.0
1044,"85 Idlewood Ct, South San Francisco, CA 94080",South San Francisco,94080,CA,4,1428000,COMPASS,43.0,1414258,https://www.zillow.com/homedetails/85-Idlewood-Ct-South-San-Francisco-CA-94080/52393732_zpid/,2150.0,3,0, Single Family,2000, Public Utilities,93.64,13140.0,1167328.0
1047,"1488 El Camino Real UNIT P15, South San Francisco, CA 94080",South San Francisco,94080,CA,1,620000,BERKSHIRE HATHAWAY,494.0,623105,https://www.zillow.com/homedetails/1488-El-Camino-Real-UNIT-P15-South-San-Francisco-CA-94080/89237196_zpid/,670.0,1,0, Condo,2009, Public Utilities,93.4,4898.0,393423.0
1051,"3855 Carter Dr APT 105, South San Francisco, CA 94080",South San Francisco,94080,CA,2,688000,OWN REAL ESTATE,642.0,709935,https://www.zillow.com/homedetails/3855-Carter-Dr-APT-105-South-San-Francisco-CA-94080/15626810_zpid/,1090.0,2, 2, Condo,1996, Public Utilities,92.84,6810.0,603431.0
1060,"955 Ridgeview Ct UNIT B, South San Francisco, CA 94080",South San Francisco,94080,CA,2,679000,OWN REAL ESTATE,300.0,679663,https://www.zillow.com/homedetails/955-Ridgeview-Ct-UNIT-B-South-San-Francisco-CA-94080/15620970_zpid/,950.0,1, 1, Condo,1979, Public Utilities,93.64,3196.0,233586.0
1061,"124 Sonja Rd, South San Francisco, CA 94080",South San Francisco,94080,CA,3,1298000,"TRIO PROPERTIES, INC.",165.0,1321009,https://www.zillow.com/homedetails/124-Sonja-Rd-South-San-Francisco-CA-94080/15486098_zpid/,1740.0,2,0, Single Family,1989,Unknown,86.44,11167.0,975036.0
1063,"312 Crown Cir, South San Francisco, CA 94080",South San Francisco,94080,CA,2,998000,BERKSHIRE HATHAWAY,390.0,998009,https://www.zillow.com/homedetails/312-Crown-Cir-South-San-Francisco-CA-94080/15478478_zpid/,1490.0,3, 2, Townhouse,1984,Unknown,92.04,3755.0,285853.0
1067,"455 El Camino Real APT 405, South San Francisco, CA 94080",South San Francisco,94080,CA,1,599888,COLDWELL BANKER,397.0,621264,https://www.zillow.com/homedetails/455-El-Camino-Real-APT-405-South-San-Francisco-CA-94080/15623381_zpid/,730.0,1, 1, Condo,1981, Public Utilities,89.64,4416.0,355242.0
1068,"2210 Gellert Blvd APT 5312, South San Francisco, CA 94080",South San Francisco,94080,CA,3,998000,OWN REAL ESTATE,446.0,1011971,https://www.zillow.com/homedetails/2210-Gellert-Blvd-APT-5312-South-San-Francisco-CA-94080/79844355_zpid/,1290.0,2, 2, Condo,2006, Public Utilities,93.64,9524.0,852732.0
1071,"11 Moonlight Ct, South San Francisco, CA 94080",South San Francisco,94080,CA,3,1280000,GOLDEN GATE SOTHEBY'S,130.0,1268339,https://www.zillow.com/homedetails/11-Moonlight-Ct-South-San-Francisco-CA-94080/15609030_zpid/,1900.0,3, 2, Single Family,1995,Unknown,93.64,14357.0,1301000.0
1075,"3721 Carter Dr APT 1307, South San Francisco, CA 94080",South San Francisco,94080,CA,2,868000,COMPASS,445.0,869743,https://www.zillow.com/homedetails/3721-Carter-Dr-APT-1307-South-San-Francisco-CA-94080/64840460_zpid/,1040.0,2,0, Condo,2004, Public Utilities,88.04,3314.0,240255.0
1076,"3550 Carter Dr APT 10, South San Francisco, CA 94080",South San Francisco,94080,CA,3,850000,COLDWELL BANKER,543.0,865469,https://www.zillow.com/homedetails/3550-Carter-Dr-APT-10-South-San-Francisco-CA-94080/15620815_zpid/,1644.0,3,0, Condo,1979, Public Utilities,88.04,5454.0,514924.0
1095,"1049 Cape May Dr, Pittsburg, CA 94565",Pittsburg,94565,CA,4,475000,BETTER HOMES,135.0,507701,https://www.zillow.com/homedetails/1049-Cape-May-Dr-Pittsburg-CA-94565/54626749_zpid/,2135.0,3, 2, Single Family,2001,Unknown,88.32,5351.0,406226.0
1097,"168 Pelican Loop, Pittsburg, CA 94565",Pittsburg,94565,CA,4,525000,KELLER WILLIAMS,20.0,526209,https://www.zillow.com/homedetails/168-Pelican-Loop-Pittsburg-CA-94565/18322479_zpid/,1927.0,3, 2, Townhouse,1989,Unknown,78.77,6257.0,476000.0
1105,"404 Bay Crest Dr, Pittsburg, CA 94565",Pittsburg,94565,CA,3,449000,COMPASS,250.0,459327,https://www.zillow.com/homedetails/404-Bay-Crest-Dr-Pittsburg-CA-94565/18322415_zpid/,1825.0,3, 2, Townhouse,1983,Unknown,92.37,2855.0,193984.0
1107,"1245 Lakeview Cir, Pittsburg, CA 94565",Pittsburg,94565,CA,1,208888,HOMECOIN.COM,352.0,215565,https://www.zillow.com/homedetails/1245-Lakeview-Cir-Pittsburg-CA-94565/72549486_zpid/,527.0,1, 0, Condo,1989,Unknown,87.57,1101.0,50785.0
1109,"1983 Cardiff Dr, Pittsburg, CA 94565",Pittsburg,94565,CA,3,410000,KELLER WILLIAMS,137.0,424609,https://www.zillow.com/homedetails/1983-Cardiff-Dr-Pittsburg-CA-94565/18315544_zpid/,1143.0,2, 2, Single Family,1985,Unknown,76.37,2521.0,157647.0
1112,"10190 Vista Dr, Cupertino, CA 95014",Cupertino,95014,CA,3,1698000,INTERO REAL ESTATE SERVICES,300.0,1732446,https://www.zillow.com/homedetails/10190-Vista-Dr-Cupertino-CA-95014/19619045_zpid/,1962.0,3, 2, Townhouse,1981, Public Utilities,94.99,12663.0,986736.0
1117,"20488 Stevens Creek Blvd APT 1711, Cupertino, CA 95014",Cupertino,95014,CA,2,1299000,HOMECOIN.COM,567.0,1328014,https://www.zillow.com/homedetails/20488-Stevens-Creek-Blvd-APT-1711-Cupertino-CA-95014/64892402_zpid/,1317.0,2, 2, Condo,2003," Individual Electric Meters, Individual Gas Meters",74.19,10285.0,786237.0
1122,"20488 Stevens Creek Blvd APT 2314, Cupertino, CA 95014",Cupertino,95014,CA,2,1398000,INTERO REAL ESTATE SERVICES,617.0,1415860,https://www.zillow.com/homedetails/20488-Stevens-Creek-Blvd-APT-2314-Cupertino-CA-95014/64894724_zpid/,1500.0,2, 0, Condo,2003, Public Utilities,82.99,11740.0,915772.0
1123,"19850 Portal Plz, Cupertino, CA 95014",Cupertino,95014,CA,2,1388800,COLDWELL BANKER,44.0,1419069,https://www.zillow.com/homedetails/19850-Portal-Plz-Cupertino-CA-95014/19640346_zpid/,1326.0,3, 2, Townhouse,1982, Public Utilities,94.19,10199.0,783768.0
1127,"10546 Red Fir Ct, Cupertino, CA 95014",Cupertino,95014,CA,3,1349000,KELLER WILLIAMS,317.0,1336086,https://www.zillow.com/homedetails/10546-Red-Fir-Ct-Cupertino-CA-95014/19634601_zpid/,1202.0,2, 0, Townhouse,1971, Public Utilities,89.39,15654.0,1248480.0
1131,"10090 Pasadena Ave APT A4, Cupertino, CA 95014",Cupertino,95014,CA,3,1325000,INTERO REAL ESTATE SERVICES,404.0,1326123,https://www.zillow.com/homedetails/10090-Pasadena-Ave-APT-A4-Cupertino-CA-95014/19634371_zpid/,1491.0,2, 1, Condo,1985, Public Utilities,89.39,12704.0,989022.0
1132,"21098 White Fir Ct, Cupertino, CA 95014",Cupertino,95014,CA,3,1098000,DPL REAL ESTATE,317.0,1097097,https://www.zillow.com/homedetails/21098-White-Fir-Ct-Cupertino-CA-95014/19634689_zpid/,1003.0,2, 0, Townhouse,1971, Public Utilities,93.39,6019.0,427738.0
1136,"19503 Stevens Creek Blvd SUITE 328, Cupertino, CA 95014",Cupertino,95014,CA,2,933000,COMPASS,383.0,950974,https://www.zillow.com/homedetails/19503-Stevens-Creek-Blvd-SUITE-328-Cupertino-CA-95014/69302871_zpid/,1102.0,2, 0, Condo,2006, Public Utilities,86.99,13009.0,1025284.0
1138,"19882 Portal Plz, Cupertino, CA 95014",Cupertino,95014,CA,2,1100000,KELLER WILLIAMS,539.0,1087436,https://www.zillow.com/homedetails/19882-Portal-Plz-Cupertino-CA-95014/19640336_zpid/,1166.0,3, 2, Townhouse,1982, Public Utilities,94.99,8413.0,631670.0
1142,"20488 Stevens Creek Blvd APT 1206, Cupertino, CA 95014",Cupertino,95014,CA,1,799888,COLDWELL BANKER,461.0,799958,https://www.zillow.com/homedetails/20488-Stevens-Creek-Blvd-APT-1206-Cupertino-CA-95014/64687374_zpid/,850.0,1, 0, Condo,2003, Public Utilities,74.19,10067.0,774680.0
1143,"10745 N De Anza Blvd UNIT 103, Cupertino, CA 95014",Cupertino,95014,CA,1,998000,"DENNIS A. LUNDER, BROKER",49.0,1077929,https://www.zillow.com/homedetails/10745-N-De-Anza-Blvd-UNIT-103-Cupertino-CA-95014/89459443_zpid/,1209.0,2, 2, Condo,2008, Public Utilities,71.79,12658.0,988380.0
1149,"1125 Brighton View Cir, Petaluma, CA 94952",Petaluma,94952,CA,2,620000,REDFIN,59.0,621018,https://www.zillow.com/homedetails/1125-Brighton-View-Cir-Petaluma-CA-94952/15756230_zpid/,999.0,3, 1, Single Family,1998,Unknown,88.2,6230.0,546520.0
1157,"714 Briggs Pl, Petaluma, CA 94954",Petaluma,94954,CA,3,660000,W REAL ESTATE,57.0,660006,https://www.zillow.com/homedetails/714-Briggs-Pl-Petaluma-CA-94954/15836630_zpid/,1486.0,3, 0, Single Family,1998,Unknown,95.52,7331.0,571000.0
1162,"470 Park Place Dr, Petaluma, CA 94954",Petaluma,94954,CA,3,499900,VANGUARD PROPERTIES,335.0,497117,https://www.zillow.com/homedetails/470-Park-Place-Dr-Petaluma-CA-94954/15848911_zpid/,1503.0,3, 0, Condo,1989,Unknown,81.12,4236.0,365014.0
1172,"1073 Country Club Dr, Petaluma, CA 94952",Petaluma,94952,CA,5,1399900,COLDWELL BANKER,51.0,1399908,https://www.zillow.com/homedetails/1073-Country-Club-Dr-Petaluma-CA-94952/15756177_zpid/,3698.0,3, 2, Single Family,1998,Unknown,91.4,13751.0,1228557.0
1176,"27 Valen Way, Petaluma, CA 94952",Petaluma,94952,CA,1,950000,COMPASS,235.0,950008,https://www.zillow.com/homedetails/27-Valen-Way-Petaluma-CA-94952/300263834_zpid/,840.0,2, 0, Single Family,2019,Unknown,87.41,4818.0,403533.0
1190,"20 San Marcos Pl, San Rafael, CA 94901",San Rafael,94901,CA,5,1398000,GOLDEN GATE SOTHEBY'S,10.0,1382203,https://www.zillow.com/homedetails/20-San-Marcos-Pl-San-Rafael-CA-94901/19304372_zpid/,2528.0,2, 2, Single Family,1963,Unknown,78.27,4427.0,281136.0
1192,"11 Dorian Way, San Rafael, CA 94901",San Rafael,94901,CA,4,1995000,GOLDEN GATE SOTHEBY'S,15.0,1956665,https://www.zillow.com/homedetails/11-Dorian-Way-San-Rafael-CA-94901/19248319_zpid/,2551.0,2, 3, Single Family,1965,Unknown,76.67,20085.0,1593433.0
1197,"10 Professional Center Pkwy APT 27, San Rafael, CA 94903",San Rafael,94903,CA,2,495000,COMPASS,600.0,495309,https://www.zillow.com/homedetails/10-Professional-Center-Pkwy-APT-27-San-Rafael-CA-94903/19289005_zpid/,1107.0,2, 0, Condo,1971,Unknown,95.63,7696.0,518704.0
1198,"15 Gloucester Cv, San Rafael, CA 94901",San Rafael,94901,CA,3,815000,COLDWELL BANKER,94.0,815000,https://www.zillow.com/homedetails/15-Gloucester-Cv-San-Rafael-CA-94901/19242466_zpid/,1920.0,3, 2, Single Family,1982,Unknown,85.47,8513.0,597255.0
1203,"136 La Perdiz Ct, San Rafael, CA 94903",San Rafael,94903,CA,2,865000,VANGUARD PROPERTIES,705.0,865216,https://www.zillow.com/homedetails/136-La-Perdiz-Ct-San-Rafael-CA-94903/19299351_zpid/,1785.0,3, 2, Condo,1977,Unknown,86.03,9169.0,657944.0
1204,"28 Bonnie Banks Way, San Rafael, CA 94901",San Rafael,94901,CA,3,1269000,GOLDEN GATE SOTHEBY'S,15.0,1243593,https://www.zillow.com/homedetails/28-Bonnie-Banks-Way-San-Rafael-CA-94901/19248572_zpid/,2257.0,3, 2, Single Family,1963,Unknown,80.67,11416.0,847999.0
1220,"938 Lea Dr, San Rafael, CA 94903",San Rafael,94903,CA,1,369000,ENGEL & VOELKERS,469.0,419225,https://www.zillow.com/homedetails/938-Lea-Dr-San-Rafael-CA-94903/19299587_zpid/,680.0,1, 0, Single Family,1963,Unknown,87.41,3887.0,181570.0
1221,"123 Sylvia Way, San Rafael, CA 94903",San Rafael,94903,CA,3,710000,COLDWELL BANKER,378.0,711053,https://www.zillow.com/homedetails/123-Sylvia-Way-San-Rafael-CA-94903/19299462_zpid/,1516.0,3, 0, Condo,1973,Unknown,94.03,5316.0,306266.0
1222,"100 Thorndale Dr APT 352, San Rafael, CA 94903",San Rafael,94903,CA,1,95000,COLDWELL BANKER,3600.0,93714,https://www.zillow.com/homedetails/100-Thorndale-Dr-APT-352-San-Rafael-CA-94903/19299895_zpid/,660.0,1, 2, Condo,1985,Unknown,94.83,2955.0,115818.0
1227,"425 San Marin Dr, Novato, CA 94945",Novato,94945,CA,4,950000,AVENUE 8 INC.,153.0,952901,https://www.zillow.com/homedetails/425-San-Marin-Dr-Novato-CA-94945/19277445_zpid/,1804.0,3, 2, Single Family,1974,Unknown,78.63,2686.0,580000.0
1228,"28 Oak Grove Dr, Novato, CA 94949",Novato,94949,CA,4,1249000,COMPASS,23.0,1249008,https://www.zillow.com/homedetails/28-Oak-Grove-Dr-Novato-CA-94949/58767082_zpid/,2554.0,3, 3, Single Family,2003,Unknown,85.47,13394.0,846721.0
1231,"25 Palomino Cir, Novato, CA 94947",Novato,94947,CA,4,1195000,COMPASS,115.0,1114840,https://www.zillow.com/homedetails/25-Palomino-Cir-Novato-CA-94947/19284830_zpid/,2304.0,3, 2, Single Family,1973,Unknown,87.41,5274.0,378867.0
1233,"218 Pelican Ln, Novato, CA 94949",Novato,94949,CA,2,699000,GOLDEN GATE SOTHEBY'S,485.0,700442,https://www.zillow.com/homedetails/218-Pelican-Ln-Novato-CA-94949/19293128_zpid/,1674.0,3, 1, Condo,1989,Unknown,95.07,5736.0,396651.0
1236,"11 Josefa Ct, Novato, CA 94949",Novato,94949,CA,2,815000,COLDWELL BANKER,550.0,816682,https://www.zillow.com/homedetails/11-Josefa-Ct-Novato-CA-94949/19292142_zpid/,1940.0,3, 2, Condo,1975,Unknown,95.07,2665.0,142210.0
1240,"809 Juniper Pl, Novato, CA 94945",Novato,94945,CA,4,725000,HERITAGE REALTY,425.0,752432,https://www.zillow.com/homedetails/809-Juniper-Pl-Novato-CA-94945/19276834_zpid/,1835.0,3, 2, Condo,1978,Unknown,86.59,3251.0,179928.0
1241,"7 Hollyleaf Way, Novato, CA 94949",Novato,94949,CA,5,1425000,COMPASS,23.0,1408898,https://www.zillow.com/homedetails/7-Hollyleaf-Way-Novato-CA-94949/58767139_zpid/,2934.0,4, 2, Single Family,2004,Unknown,85.47,16520.0,1101666.0
1242,"2 Canyon Green Loop, Novato, CA 94947",Novato,94947,CA,5,1189000,COLDWELL BANKER,310.0,1175564,https://www.zillow.com/homedetails/2-Canyon-Green-Loop-Novato-CA-94947/119404441_zpid/,2736.0,4, 2, Single Family,2014,Unknown,94.31,12096.0,961555.0
1243,"96 Pinheiro Cir, Novato, CA 94945",Novato,94945,CA,5,1349000,ALLISON JAMES ESTATES AND HOME,80.0,1338303,https://www.zillow.com/homedetails/96-Pinheiro-Cir-Novato-CA-94945/68554091_zpid/,3642.0,3, 2, Single Family,2005,Unknown,88.23,12462.0,978038.0
1246,"540 Loleta Ln, Novato, CA 94947",Novato,94947,CA,3,533500,SAFER PROPERTIES,429.0,534176,https://www.zillow.com/homedetails/540-Loleta-Ln-Novato-CA-94947/19287600_zpid/,1323.0,3, 0, Condo,1974,Unknown,92.71,6600.0,481676.0
1247,"1540 Center Rd APT 160, Novato, CA 94947",Novato,94947,CA,2,355000,CORCORAN GLOBAL LIVING,471.0,355617,https://www.zillow.com/homedetails/1540-Center-Rd-APT-160-Novato-CA-94947/19281535_zpid/,905.0,1, 1, Condo,1975,Unknown,89.51,4789.0,322320.0
1248,"453 Bolling Cir, Novato, CA 94949",Novato,94949,CA,4,560644,THE MADISON COMPANY,279.0,561475,https://www.zillow.com/homedetails/453-Bolling-Cir-Novato-CA-94949/68564885_zpid/,1684.0,2, 0, Condo,2005,Unknown,94.27,6256.0,455941.0
1250,"35 Alconbury Way, Novato, CA 94949",Novato,94949,CA,4,999000,COMPASS,28.0,950390,https://www.zillow.com/homedetails/35-Alconbury-Way-Novato-CA-94949/51065361_zpid/,2044.0,3, 2, Single Family,1999,Unknown,82.27,10761.0,665368.0
1251,"83 Gann Way, Novato, CA 94949",Novato,94949,CA,2,749000,COLDWELL BANKER,307.0,750111,https://www.zillow.com/homedetails/83-Gann-Way-Novato-CA-94949/19290751_zpid/,1428.0,3, 0, Single Family,1998,Unknown,82.27,9072.0,564882.0
1253,"515 Loleta Ln, Novato, CA 94947",Novato,94947,CA,2,419950,CENTURY 21,429.0,421232,https://www.zillow.com/homedetails/515-Loleta-Ln-Novato-CA-94947/19287576_zpid/,896.0,2, 0, Condo,1973,Unknown,93.51,2181.0,121983.0
1254,"27 Balboa Ct, Novato, CA 94949",Novato,94949,CA,4,979000,GOLDEN GATE SOTHEBY'S,13.0,975064,https://www.zillow.com/homedetails/27-Balboa-Ct-Novato-CA-94949/64452066_zpid/,1922.0,3, 2, Single Family,1999,Unknown,81.47,10221.0,600815.0
1257,"62 Margarita Ter, Novato, CA 94947",Novato,94947,CA,2,449000,CALMELS REALTY,560.0,476271,https://www.zillow.com/homedetails/62-Margarita-Ter-Novato-CA-94947/19288183_zpid/,1118.0,2, 0, Condo,1979,Unknown,95.11,4539.0,300246.0
1258,"207 Indian Way, Novato, CA 94949",Novato,94949,CA,3,690000,GOLDEN GATE SOTHEBY'S,550.0,692084,https://www.zillow.com/homedetails/207-Indian-Way-Novato-CA-94949/19286061_zpid/,1582.0,2, 1, Condo,1974,Unknown,93.47,8719.0,665690.0
1260,"12 Dorothy Way, Novato, CA 94945",Novato,94945,CA,3,1239000,COLDWELL BANKER,20.0,1241557,https://www.zillow.com/homedetails/12-Dorothy-Way-Novato-CA-94945/54051186_zpid/,1955.0,2, 2, Single Family,2001,Unknown,77.03,11735.0,925956.0
1261,"412 Wood Hollow Dr, Novato, CA 94945",Novato,94945,CA,4,1224900,COMPASS,34.0,1212079,https://www.zillow.com/homedetails/412-Wood-Hollow-Dr-Novato-CA-94945/19278691_zpid/,2644.0,3, 3, Single Family,1989,Unknown,83.43,13369.0,1069980.0
1262,"1556 Center Rd APT 14, Novato, CA 94947",Novato,94947,CA,2,369000,ATHAS & ASSOCIATES REAL ESTATE,455.0,369003,https://www.zillow.com/homedetails/1556-Center-Rd-APT-14-Novato-CA-94947/19281489_zpid/,948.0,2, 0, Condo,1975,Unknown,95.11,4593.0,306447.0
1263,"2432 Berkshire Ln, Brentwood, CA 94513",Brentwood,94513,CA,4,649900,DUDUM REAL ESTATE GROUP,50.0,615910,https://www.zillow.com/homedetails/2432-Berkshire-Ln-Brentwood-CA-94513/68033729_zpid/,1992.0,3, 3, Single Family,2003,Unknown,80.54,7462.0,546521.0
1267,"304 Alta St, Brentwood, CA 94513",Brentwood,94513,CA,4,588888,COLDWELL BANKER,97.0,551753,https://www.zillow.com/homedetails/304-Alta-St-Brentwood-CA-94513/166105115_zpid/,2500.0,3, 2, Single Family,2016,Unknown,87.41,7381.0,495583.0
1271,"193 Wright Ct, Brentwood, CA 94513",Brentwood,94513,CA,3,559000,SHARP REALTY,81.0,559004,https://www.zillow.com/homedetails/193-Wright-Ct-Brentwood-CA-94513/54624674_zpid/,1758.0,3, 2, Single Family,2002,Unknown,84.54,4665.0,289163.0
1274,"741 Waterville Dr, Brentwood, CA 94513",Brentwood,94513,CA,4,665000,J ROCKCLIFF REALTORS.,50.0,665005,https://www.zillow.com/homedetails/741-Waterville-Dr-Brentwood-CA-94513/54625588_zpid/,2437.0,3, 2, Single Family,2001,Unknown,83.74,7109.0,516066.0
1276,"1853 Pheasant Run Ter, Brentwood, CA 94513",Brentwood,94513,CA,4,2369000,MERRILL SIGNATURE PROPERTIES,142.0,1823143,https://www.zillow.com/homedetails/1853-Pheasant-Run-Ter-Brentwood-CA-94513/18285738_zpid/,6568.0,6, 5, Single Family,2002,Unknown,82.94,17882.0,1538751.0
1281,"1265 Picadilly Ln, Brentwood, CA 94513",Brentwood,94513,CA,4,609900,WR PROPERTIES,40.0,612882,https://www.zillow.com/homedetails/1265-Picadilly-Ln-Brentwood-CA-94513/68039395_zpid/,2421.0,3, 2, Single Family,2005,Unknown,83.74,9391.0,535500.0
1283,"1614 Chianti Ln, Brentwood, CA 94513",Brentwood,94513,CA,2,1179000,COMPASS,346.0,1179011,https://www.zillow.com/homedetails/1614-Chianti-Ln-Brentwood-CA-94513/122009124_zpid/,2868.0,3, 2, Single Family,2016,Unknown,87.41,13627.0,942914.0
1286,"831 Apple Hill Dr, Brentwood, CA 94513",Brentwood,94513,CA,5,1199900,DUDUM REAL ESTATE GROUP,228.0,1200019,https://www.zillow.com/homedetails/831-Apple-Hill-Dr-Brentwood-CA-94513/18285797_zpid/,3921.0,4, 4, Single Family,1993,Unknown,78.94,10470.0,884000.0
1289,"941 Centennial Dr, Brentwood, CA 94513",Brentwood,94513,CA,3,544000,JDK & ASSOCIATES REALTY INC,145.0,544004,https://www.zillow.com/homedetails/941-Centennial-Dr-Brentwood-CA-94513/68035119_zpid/,1808.0,2, 2, Single Family,2003,Unknown,86.94,7156.0,509796.0
1290,"1145 Alta Vista Pl, Brentwood, CA 94513",Brentwood,94513,CA,4,789999,REALTY ONE,119.0,791295,https://www.zillow.com/homedetails/1145-Alta-Vista-Pl-Brentwood-CA-94513/95455759_zpid/,2991.0,3, 3, Single Family,2012,Unknown,85.34,9214.0,513310.0
1294,"100 Baird Cir, Brentwood, CA 94513",Brentwood,94513,CA,4,625000,CAL BAY REALTY,181.0,651736,https://www.zillow.com/homedetails/100-Baird-Cir-Brentwood-CA-94513/249602715_zpid/,2228.0,3, 2, Single Family,2018,Unknown,87.41,8180.0,569000.0
1297,"183 Honeygold Ln, Brentwood, CA 94513",Brentwood,94513,CA,2,555000,CAL BAY REALTY,95.0,555397,https://www.zillow.com/homedetails/183-Honeygold-Ln-Brentwood-CA-94513/18286080_zpid/,1940.0,3, 2, Single Family,1996,Unknown,83.74,4861.0,394839.0
1298,"1800 Mariposa Way, Brentwood, CA 94513",Brentwood,94513,CA,2,639900,CORCORAN GLOBAL LIVING,115.0,576731,https://www.zillow.com/homedetails/1800-Mariposa-Way-Brentwood-CA-94513/18280745_zpid/,2165.0,3, 2, Single Family,1998,Unknown,75.74,5299.0,385983.0
1300,"1080 Bountiful Way, Brentwood, CA 94513",Brentwood,94513,CA,2,499500,REALTY ONE,130.0,499504,https://www.zillow.com/homedetails/1080-Bountiful-Way-Brentwood-CA-94513/54624391_zpid/,1584.0,2, 2, Single Family,2001,Unknown,87.74,3816.0,251081.0
1301,"1120 Medoc Ct, Brentwood, CA 94513",Brentwood,94513,CA,3,846356,J ROCKCLIFF REALTORS.,346.0,846361,https://www.zillow.com/homedetails/1120-Medoc-Ct-Brentwood-CA-94513/82786789_zpid/,2338.0,3, 2, Single Family,2007,Unknown,77.34,10311.0,658003.0
1302,"110 Sarafina Way, Gilroy, CA 95020",Gilroy,95020,CA,4,698000,INTERO REAL ESTATE SERVICES,190.0,716801,https://www.zillow.com/homedetails/110-Sarafina-Way-Gilroy-CA-95020/82960738_zpid/,1788.0,3, 2, Single Family,2007," Individual Electric Meters, Public Utilities",82.92,6520.0,500426.0
1303,"7718 Curry Dr, Gilroy, CA 95020",Gilroy,95020,CA,4,898000,COLDWELL BANKER,101.0,872344,https://www.zillow.com/homedetails/7718-Curry-Dr-Gilroy-CA-95020/166727142_zpid/,2360.0,3, 2, Single Family,2015, Public Utilities,87.41,10364.0,728098.0
1305,"1406 Casablanca Cir, Gilroy, CA 95020",Gilroy,95020,CA,4,875000,COMPASS,65.0,898483,https://www.zillow.com/homedetails/1406-Casablanca-Cir-Gilroy-CA-95020/19853966_zpid/,2434.0,3, 2, Single Family,1996," Individual Electric Meters, Public Utilities",81.3,10896.0,850000.0
1309,"2166 Cruden Bay Way, Gilroy, CA 95020",Gilroy,95020,CA,4,925000,INTERO REAL ESTATE SERVICES,265.0,896284,https://www.zillow.com/homedetails/2166-Cruden-Bay-Way-Gilroy-CA-95020/59684340_zpid/,2417.0,3, 2, Single Family,2001, Public Utilities,83.7,6860.0,534047.0
